Library Address,Product Description,Main Catgory,1st Sub-category,2nd Sub-category
Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3UG48 monitoring relays for stand-alone installation for IO-Link>Residual-current monitoring>Residual-current monitoring relays,Digital monitoring relay for residual current monitoring,Contactor & Relay,Relay,Monitoring Relay
Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3UG48 monitoring relays for stand-alone installation for IO-Link>Residual-current monitoring>3UL23 residual-current transformers,,Contactor & Relay,Contactor & Relay Accessories,
Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3UG48 monitoring relays for stand-alone installation for IO-Link>Speed monitoring,Digital monitoring relay Speed monitoring,Contactor & Relay,Relay,Monitoring Relay
Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3UG48 monitoring relays for stand-alone installation for IO-Link>Accessories,,Contactor & Relay,Contactor & Relay Accessories,
Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3RS2 temperature monitoring relays,Temperature monitoring relay,Contactor & Relay,Relay,Monitoring Relay
"Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3RS10, 3RS11, 3RS20, 3RS21 temperature monitoring relays>Relays, analogically adjustable for 1 sensor",Temperature monitoring relay,Contactor & Relay,Relay,Monitoring Relay
"Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3RS10, 3RS11, 3RS20, 3RS21 temperature monitoring relays>Relays, digitally adjustable for 1 sensor",Temperature monitoring relay,Contactor & Relay,Relay,Monitoring Relay
"Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3RS10, 3RS11, 3RS20, 3RS21 temperature monitoring relays>Relays, digitally adjustable for up to 3 sensors",Temperature monitoring relay,Contactor & Relay,Relay,Monitoring Relay
"Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3RS10, 3RS11, 3RS20, 3RS21 temperature monitoring relays>Accessories",,Contactor & Relay,Contactor & Relay Accessories,
"Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3RS14, 3RS15 temperature monitoring relays for IO-Link>Relays, digitally adjustable for 1 sensor",Temperature monitoring relay,Contactor & Relay,Relay,Monitoring Relay
"Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3RS14, 3RS15 temperature monitoring relays for IO-Link>Relays, digitally adjustable for up to 3 sensors",Temperature monitoring relay,Contactor & Relay,Relay,Monitoring Relay
"Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3RS14, 3RS15 temperature monitoring relays for IO-Link>Accessories",,Contactor & Relay,Contactor & Relay Accessories,
Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3RN2 thermistor motor protection,Thermistor motor protection relay,Contactor & Relay,"Relay
 Motor Management","Monitoring Relay
 Motor Protection"
Automation technology>Industrial controls>Monitoring and control devices>Relays>Monitoring relays>SIRIUS 3RN1 thermistor motor protection,,Contactor & Relay,"Relay
 Motor Management","Monitoring Relay
 Motor Protection"
Automation technology>Industrial controls>Monitoring and control devices>Relays>Coupling relays and signal converters/interface converters>Coupling relays>SIRIUS 3RQ2 coupling relays with industrial enclosure,Coupling Relay,Contactor & Relay,Relay,Coupling Relay
Automation technology>Industrial controls>Monitoring and control devices>Relays>Coupling relays and signal converters/interface converters>Coupling relays>SIRIUS 3RS18 coupling relays with industrial enclosure,,Contactor & Relay,Relay,Coupling Relay
"Automation technology>Industrial controls>Monitoring and control devices>Relays>Coupling relays and signal converters/interface converters>Coupling relays>SIRIUS 3RQ3 coupling relays, narrow design",Output coupler,Contactor & Relay,Relay,Coupling Relay
Automation technology>Industrial controls>Monitoring and control devices>Relays>Coupling relays and signal converters/interface converters>Coupling relays>LZS coupling relays with plug-in relays,,Contactor & Relay,Relay,Coupling Relay
Automation technology>Industrial controls>Monitoring and control devices>Relays>Coupling relays and signal converters/interface converters>SIRIUS 3RS70 signal converters,,Contactor & Relay,Relay,Signal Conditioner
Automation technology>Industrial controls>Safety Technology>Safety relays>SIRIUS 3SK safety relays>Basic units>SIRIUS 3SK1 Standard basic units,SIRIUS safety relay,Contactor & Relay,Relay,Safety Relay
Automation technology>Industrial controls>Safety Technology>Safety relays>SIRIUS 3SK safety relays>Basic units>SIRIUS 3SK1 Advanced basic units,SIRIUS safety relay,Contactor & Relay,Relay,Safety Relay
Automation technology>Industrial controls>Safety Technology>Safety relays>SIRIUS 3SK safety relays>Basic units>SIRIUS 3SK2 basic units,//!include:Starter kit for safety relay//,Contactor & Relay,Relay,Safety Relay
Automation technology>Industrial controls>Safety Technology>Safety relays>SIRIUS 3SK safety relays>Basic units>SIRIUS 3SK2 basic units,Starter kit for safety relay,PLC,Software,Device & Network Configuration
Automation technology>Industrial controls>Safety Technology>Safety relays>SIRIUS 3SK safety relays>Expansion units>Output expansions,,Contactor & Relay,Relay,Safety Relay
Automation technology>Industrial controls>Safety Technology>Safety relays>SIRIUS 3SK safety relays>Expansion units>Input expansions,,Contactor & Relay,Relay,Safety Relay
Automation technology>Industrial controls>Safety Technology>Safety relays>SIRIUS 3SK safety relays>Accessories,,Contactor & Relay,Contactor & Relay Accessories,
Automation technology>Industrial controls>Safety Technology>Safety relays>SIRIUS 3SK safety relays>Software>SIRIUS Safety ES,SIRIUS engineering Safety ES V1.0,PLC,Software,Device & Network Configuration
Automation technology>Industrial controls>Safety Technology>Safety relays>SIRIUS 3SK safety relays>Software>SIRIUS Sim,,PLC,Software,Device & Network Configuration
Automation technology>Industrial controls>Safety Technology>Safety relays>SIRIUS 3TK28 safety relays>With special functions,SIRIUS safety relay,Contactor & Relay,Relay,Safety Relay
Automation technology>Industrial controls>Safety Technology>Safety relays>SIRIUS 3TK28 safety relays>Accessories,,Contactor & Relay,Contactor & Relay Accessories,
Automation technology>Industrial controls>Safety Technology>SIRIUS 3RK3 modular safety system>3RK31 central units,,Contactor & Relay,Safety Relay/System,
"Automation technology>Industrial controls>Safety Technology>SIRIUS 3RK3 modular safety system>3RK32, 3RK33 expansion modules",,Contactor & Relay,Safety Relay/System,
Automation technology>Industrial controls>Safety Technology>SIRIUS 3RK3 modular safety system>3RK35 interface modules,,Contactor & Relay,Safety Relay/System,
Automation technology>Industrial controls>Safety Technology>SIRIUS 3RK3 modular safety system>Accessories,,Contactor & Relay,Contactor & Relay Accessories,
Automation technology>Industrial controls>Safety Technology>SIRIUS 3RK3 modular safety system>Software>SIRIUS Safety ES,SIRIUS engineering Safety ES V1.0,PLC,Software,Device & Network Configuration
Automation technology>Industrial communication>PROFINET>Industrial PC>Rack PC>SIMATIC IPC547D,,PLC,Industrial PC,PC Accessories
Automation technology>Industrial communication>PROFINET>Industrial PC>Rack PC,"//branch:SIMATIC IPC647D,SIMATIC IPC847D//",PLC,Industrial PC,Rack PC
Automation technology>Industrial communication>PROFINET>Industrial PC>Box PC>SIMATIC IPC227D,,PLC,Industrial PC,PC Accessories
Automation technology>Industrial communication>PROFINET>Industrial PC>Box PC,"//branch:SIMATIC IPC427D,SIMATIC IPC627D,SIMATIC IPC827D//",PLC,Industrial PC,Field PC
Automation technology>Industrial communication>PROFINET>Industrial PC>Panel PC>SIMATIC IPC277D,,PLC,HMI,HMI Accessories
Automation technology>Industrial communication>PROFINET>Industrial PC>Panel PC,"//branch:SIMATIC IPC477D,SIMATIC IPC677D//",PLC,HMI,Touch Screen
Automation technology>Industrial communication>PROFINET>Industrial PC>Industry monitors and thin Clients,"//branch:SIMATIC Industrial Flat Panel,SIMATIC Flat Panels,SCD monitors 1900,SIMATIC Industrial Thin Client//",PLC,HMI,Touch Screen
Automation technology>PC-based Automation>Industrial PC>Rack PC,"//branch:SIMATIC IPC347E,SIMATIC IPC547G,SIMATIC IPC647E,SIMATIC IPC647D,SIMATIC IPC847E,SIMATIC IPC847D,SIMATIC IPC1047//",PLC,Industrial PC,Rack PC
Automation technology>PC-based Automation>Industrial PC>Box PC,"//branch:SIMATIC IPC127E,SIMATIC IPC227E,SIMATIC IPC327E,SIMATIC IPC427E,SIMATIC IPC427D,SIMATIC IPC527G,SIMATIC IPC627E,SIMATIC IPC627D,SIMATIC IPC827D//",PLC,Industrial PC,Field PC
Automation technology>PC-based Automation>Industrial PC>Panel PC,"//branch:SIMATIC IPC277E,SIMATIC IPC277E 19"" INOX PRO,SIMATIC IPC377E,SIMATIC IPC477E,SIMATIC IPC477E PRO,SIMATIC IPC477D,SIMATIC IPC477D PRO,SIMATIC IPC677E,SIMATIC IPC677D,SIMATIC HMI Panel PC Ex NG,SIMATIC HMI Panel PC Ex OG,SIMATIC HMI Panel PC Ex//",PLC,HMI,Touch Screen
Automation technology>PC-based Automation>Industrial PC>Tablet PC>SIMATIC Industrial Tablet PC,,PLC,Industrial PC,Field PC
Automation technology>PC-based Automation>Industrial PC>Tablet PC>System components for Tablet PC,,PLC,Industrial PC,PC Accessories
Automation technology>PC-based Automation>Industrial PC>Industrial monitors and Thin Clients>Flat Panels,"//branch:SIMATIC IFP Basic,SIMATIC Industrial Flat Panel,SIMATIC Industrial Flat Panel PRO,SIMATIC Industrial Flat Panel IFP1900 INOX PRO,SIMATIC Flat Panels,SIMATIC Flat Panel PRO//",PLC,HMI,Touch Screen
Automation technology>PC-based Automation>Industrial PC>Industrial monitors and Thin Clients>SCD monitors>SCD monitors 1900,,PLC,HMI,Touch Screen
Automation technology>PC-based Automation>Industrial PC>Industrial monitors and Thin Clients>Thin Clients,"//branch:SIMATIC Industrial Thin Client,SIMATIC Industrial Thin Client PRO,SIMATIC Industrial Thin Client INOX,SIMATIC Thin Client PRO,SIMATIC HMI Thin Client Ex NG,SIMATIC HMI Thin Client Ex OG,SIMATIC HMI Thin Client Ex2//",PLC,HMI,Touch Screen
Automation technology>PC-based Automation>Industrial PC>Devices for special requirements>Fully enclosed IP65 devices,"//branch:SIMATIC Industrial Flat Panel PRO,SIMATIC Flat Panel PRO,SIMATIC Industrial Thin Client PRO,SIMATIC Thin Client PRO,SIMATIC IPC477E PRO,SIMATIC IPC477D PRO//",PLC,HMI,Touch Screen
Automation technology>PC-based Automation>Industrial PC>Devices for special requirements>System components for fully-enclosed IP65 devices,"//branch:Fixing elements,Extension units and operator controls,Extension components//",PLC,HMI,HMI Accessories
Automation technology>PC-based Automation>Industrial PC>Devices for special requirements>Devices with stainless steel front,"//branch:SIMATIC Industrial Thin Client INOX,SIMATIC Industrial Flat Panel IFP1900 INOX PRO,SIMATIC Industrial Flat Panel IFP2200 INOX MT ETH,SIMATIC IPC277E 19"" INOX PRO//",PLC,HMI,Touch Screen
Automation technology>PC-based Automation>Industrial PC>Devices for special requirements>Devices for hazardous areas,"//branch:SIMATIC HMI Panel PC Ex NG,SIMATIC HMI Panel PC Ex OG,SIMATIC HMI Panel PC Ex,SIMATIC HMI Thin Client Ex NG,SIMATIC HMI Thin Client Ex OG,SIMATIC HMI Thin Client Ex2//",PLC,HMI,Touch Screen
Automation technology>PC-based Automation>Industrial PC>IPC software,"//branch:SIMATIC IPC Image & Partition Creator,SIMATIC IPC DiagMonitor,SIMATIC IPC Remote Manager,SIMATIC IPC FirmwareManager,SIMATIC Industrial OS//",PLC,Software,Device & Network Configuration
"Automation technology>PC-based Automation>Industrial PC>Embedded bundles, starter systems, software packages","//branch:SIMATIC IPC227E bundles,SIMATIC IPC427E bundles and starter systems//",PLC,Industrial PC,Field PC
"Automation technology>PC-based Automation>Industrial PC>Embedded bundles, starter systems, software packages","//branch:SIMATIC IPC277E bundles,SIMATIC IPC477E bundles and starter systems,SIMATIC IPC477E PRO bundles//",PLC,HMI,Touch Screen
"Automation technology>PC-based Automation>Industrial PC>Embedded bundles, starter systems, software packages>Software packages for SIMATIC IPC",,PLC,Software,PLC Programming
Automation technology>PC-based Automation>Industrial PC>Communication for PC-based systems>Industrial Ethernet,"//branch:CP 1604,CP 1616,CP 1612 A2,CP 1623,CP 1625,CP 1626,CP 1628//",PLC,Industrial PC,Communication Module
Automation technology>PC-based Automation>Industrial PC>Communication for PC-based systems>Industrial Ethernet,"//branch:HARDNET-IE S7-REDCONNECT,SOFTNET for Industrial Ethernet,SOFTNET PN IO,OPC server for Industrial Ethernet,S7 OPC Redundancy for Industrial Ethernet,SNMP OPC server,SINEMA Server//",PLC,Software,Device & Network Configuration
Automation technology>PC-based Automation>Industrial PC>Communication for PC-based systems>PROFIBUS,"//branch:CP 5603,CP 5613 A3,CP 5614 A3,CP 5623,CP 5624,CP 5612,CP 5622,CP 5711,PC adapter USB A2//",PLC,Industrial PC,Communication Module
Automation technology>PC-based Automation>Industrial PC>Communication for PC-based systems>PROFIBUS,"//branch:SOFTNET for PROFIBUS,OPC server for PROFIBUS,S7 OPC Redundancy for PROFIBUS//",PLC,Software,Device & Network Configuration
Automation technology>Products for specific requirements>Automation technology for extreme conditions>SIPLUS PC-based Automation>SIPLUS Industrial PC>SIPLUS Box PC,"//branch:SIPLUS IPC427D,SIPLUS IPC427E//",PLC,Industrial PC,Field PC
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>LOGO! Basic modules with display,LOGO! & logic module & display,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>LOGO! Basic modules without display,LOGO! & logic module & without display,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>LOGO! Expansion modules,LOGO! & expansion module,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>LOGO! Communication modules>LOGO! CMK2000 communication module,LOGO! & communication module,PLC,PLC Hardware,Communication module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>LOGO! Communication modules>LOGO! CSM unmanaged,LOGO! & compact switch module,PLC,PLC Hardware,Communication module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>LOGO! Communication modules>LOGO! CMR (wireless communication),LOGO! & communication module,PLC,PLC Hardware,Communication module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>LOGO! Communication modules>AS-Interface connection for LOGO!,LOGO! & AS-Interface function module,PLC,PLC Hardware,Communication module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>LOGO!Power,LOGO! & power supply,PLC,PLC Hardware,Power Supply
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>LOGO! Software,LOGO! & Soft Comfort,PLC,Software,PLC Programming
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>LOGO! Accessories>LOGO! Contact switching module,LOGO! & Switching module,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>LOGO! Accessories>LOGO! Mounting kits,LOGO! & Front Panel Assembly,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>SIPLUS LOGO!>SIPLUS LOGO! Basic modules with display,SIPLUS LOGO! & display,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>SIPLUS LOGO!>SIPLUS LOGO! Basic modules without display,,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>SIPLUS LOGO!>SIPLUS LOGO! Expansion module,SIPLUS LOGO! & expansion module,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>SIPLUS LOGO!Power,SIPLUS LOGO! & power supply,PLC,PLC Hardware,Power Supply
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>LOGO! logic module>SIPLUS LOGO! Accessories,LOGO!+SIPLUS & Front panel assembly,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>Central Processing Units,"SIMATIC S7-1200, CPU
 SIMATIC S7-1200F, CPU",PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>Central Processing Units,SIPLUS S7-1200 CPU,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>I/O Modules>Digital Modules,"SIMATIC S7-1200 & SM
 SIMATIC S7-1200 & SB
 SIPLUS S7-1200 & SM
 SIPLUS S7-1200 & SB",PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>I/O Modules>Analog Modules,"SIMATIC S7-1200 & SM
 SIMATIC S7-1200 & SB
 SIPLUS S7-1200 & SM
 SIPLUS S7-1200 & SB",PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>I/O Modules>Special Modules,"SIMATIC S7-1200 & IO-Link
 SIPLUS S7-1200 & IO-Link",PLC,PLC Hardware,Communication module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>I/O Modules>Special Modules,Condition Monitoring,Contactor & Relay,Relay,Monitoring Relay
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>I/O Modules>Special Modules,"SIMATIC S7-1200 & Simulator
 Battery Board",PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>I/O Modules>Communication,,PLC,PLC Hardware,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>I/O Modules>Communication,Communication & PROFIBUS & DP,Industrial Network,Profibus,Network Component
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>I/O Modules>Communication,AS-Interface,Industrial Network,AS-Interface,ASI Master / Slave
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>I/O Modules>Fail-safe I/O Modules,SIMATIC S7-1200 & SM,PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>I/O Modules>SUPLUS Fail-safe digital inputs and outputs,SIPLUS S7-1200 & SM,PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>Power Supplies,Power Supply,PLC,PLC Hardware,Power Supply
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>Operator control and monitoring,"SIMATIC HMI
 SIPLUS HMI",PLC,HMI,Touch screen
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>Operator control and monitoring,Starter Kit,PLC,PLC Hardware,Starter Kit
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Basic controllers>S7-1200>Add-on products from third-party manufacturers,,PLC,PLC Hardware,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>Central Processing Units,,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>I/O Modules,"DI
 DQ
 DO
 DI & DO
 DI & DQ",PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>I/O Modules,"AI
 AQ
 AO
 AI & AO
 AI & AQ",PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>I/O Modules>Communication,,PLC,PLC Hardware,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>I/O Modules>Communication,PROFINET,Industrial Network,Profinet,Network Component
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>I/O Modules>Communication,PROFIBUS,Industrial Network,Profibus,Network Component
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>I/O Modules>Communication,INDUSTRIAL ETHERNET,Industrial Network,Industrial Ethernet,Gateway & Extender
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>I/O Modules>Connection System,"Front Connector
 //!include:Connecting Cable//",PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>I/O Modules>Connection System,Connecting Cable,Accessories,Cable & Wire,Industrial Cable
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>I/O Modules>Connection System,"TP1 & Push-in terminal
 TP2 & Push-in terminal
 TPRO & Push-in terminal
 TPRI & Push-in terminal
 TP3 & Push-in terminal
 TPOO & Push-in terminal",Terminal Block,Push-in connection,Multi-conductor terminal block
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>I/O Modules>Connection System,"TP1 & Screw terminal
 TP2 & Screw terminal
 TPRO & Screw terminal
 TPRI & Screw terminal
 TP3 & Screw Terminal
 TPOO & Screw terminal",Terminal Block,Screw Connection,Multi-conductor terminal block
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>I/O Modules>Fail-safe I/O Modules,"F-DI
 F-DQ",PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>Power Supplies,Power Supply,PLC,PLC Hardware,Power Supply
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>Operating Control and monitoring,"SIMATIC HMI
 SIPLUS HMI",PLC,HMI,Touch screen
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>Operating Control and monitoring,Starter Kit,PLC,PLC Hardware,Starter Kit
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>Accessories,,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>Accessories,DIN Rail,Accessories,Installation & Mounting,DIN Rail Mounting Frame
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-1500>Accessories,Labeling Sheets,Accessories,Marking & Labeling,Equipment Marking
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>Central Processing Units,,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>I/O Modules,"DI
 DQ
 DO
 DI & DO
 DI & DQ",PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>I/O Modules,"AA
 AE
 AI
 AO
 AQ
 AI & AO
 AI & AQ",PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>I/O Modules,"F-DI
 F-DO
 Safety Protector",PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>I/O Modules>Function Modules,,PLC,PLC Hardware,Function Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>I/O Modules>Communication,"//!branches:Network Components for profibus, Cabling technology, Loadable drivers for CP 441-2 and CP 341//",PLC,PLC hardware,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>I/O Modules>Communication>Loadable drivers for CP 441-2 and CP 341,,PLC,Software,Device & Network Configuration
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>I/O Modules>Special Modules,,PLC,PLC Hardware,I/O Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>I/O Modules>Connection System,//start:Front Connector//,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>I/O Modules>Connection System,Connecting cable & Between front connector,Accessories,Cable & Wire,Industrial Cable
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>I/O Modules>Connection System,"TP1 & Push-in terminal
 TP2 & Push-in terminal
 TPRO & Push-in terminal
 TPRI & Push-in terminal
 TP3 & Push-in terminal
 TPOO & Push-in terminal
 TPA & Push-in terminal",Terminal Block,Push-in connection,Multi-conductor terminal block
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>I/O Modules>Connection System,"TP1 & Screw terminal
 TP2 & Screw terminal
 TPRO & Screw terminal
 TPRI & Screw terminal
 TP3 & Screw Terminal
 TPOO & Screw terminal
 TPA & Screw terminal",Terminal Block,Screw Connection,Multi-conductor terminal block
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>Power Supplies,Power Supply,PLC,PLC Hardware,Power Supply
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300,IM,PLC,PLC Hardware,Communication Module
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>Accessories,,PLC,PLC Hardware,Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>Accessories,DIN Rail,Accessories,Installation & Mounting,DIN Rail Mounting Frame
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-300>Accessories,Labeling Sheets,Accessories,Marking & Labeling,Equipment Marking
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Central Processing Units>Standard CPUs,CPU,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Central Processing Units>Standard CPUs>SIPLUS S7-400 standard CPUs,Connector,Connector,USB / D-sub connectors,
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Central Processing Units>Standard CPUs>SIPLUS S7-400 standard CPUs,RAM,PLC,PLC Hardware,PLC Accessories
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Central Processing Units>Standard CPUs>SIPLUS S7-400 standard CPUs,RS-485-Repeater,Industrial Network,Profinet,Network Component
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Central Processing Units>Standard CPUs>SIPLUS S7-400 standard CPUs,DVD,PLC,Software,PLC Programming
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Central Processing Units>Standard CPUs>SIPLUS S7-400 standard CPUs,Standard Cable,Accessories,Cable & Wire,Industrial Cable
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Central Processing Units>Fail-safe CPUs,CPU,PLC,PLC Hardware,CPU
Automation Technology>Automation systems>Simatic Industrial Automation Systems>Controllers>Advanced controllers>S7-400/S7-400H/S7-400F/FH>Central Processing Units>High-availability CPUs,CPU,PLC,PLC Hardware,CPU
