Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Position,Image Alt Text,Gift Card,Variant Weight Unit,Variant SKU,Variant Compare At Price,Variant Barcode,SEO Description,Cost per item,custom_fields[pid],Image Src,Collection
accessory-for-strips-3nj41-in-line-fuse-switch-disconnectors-sz-3nj4915-2fb10,Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz.- 3NJ4915-2FB10,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH1-3 Current transformers can be integrated 150/5 A, Cl. 0.5 Comprehensive accessories for increased flexibility. From bridging bars through auxiliary switches to various drives, fourth poles or contact covers: With a wide range of accessories, the switch disconnectors and transfer switching equipment can be used for a wide variety of requirements and retrofitted at any time.  www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NJ49152FB10_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH1-3 Current transformers can be integrated 150/5 A, Cl. 0.5 motor - 3NJ4915-2FB10<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,Accessory for strips 3NJ41 In-line fuse switch dis,"changeover switch, emergency stop switch, load switch, main switch, mains isolator, on/off switch, switch, switch disconnector, Switch disconnector with fuses, switching device",1,Title,Default Title,201,shopify,45000,continue,manual,132,1,1,1,,0,g,,,,,,3NJ4915-2FB10,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_01328P.png,Shop All
accessory-for-strips-3nj41-in-line-fuse-switch-disconnectors-sz-3nj4915-2fa10,Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz.- 3NJ4915-2FA10,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH1-3 Current transformers can be integrated 150/1 A, Cl. 0.5 Comprehensive accessories for increased flexibility. From bridging bars through auxiliary switches to various drives, fourth poles or contact covers: With a wide range of accessories, the switch disconnectors and transfer switching equipment can be used for a wide variety of requirements and retrofitted at any time.  www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NJ49152FA10_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH1-3 Current transformers can be integrated 150/1 A, Cl. 0.5 motor - 3NJ4915-2FA10<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,Accessory for strips 3NJ41 In-line fuse switch dis,"changeover switch, emergency stop switch, load switch, main switch, mains isolator, on/off switch, switch, switch disconnector, Switch disconnector with fuses, switching device",1,Title,Default Title,203,shopify,45000,continue,manual,132,1,1,1,,0,g,,,,,,3NJ4915-2FA10,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_01328P.png,Shop All
accessory-for-strips-3nj41-in-line-fuse-switch-disconnectors-sz-3nj4915-2eb10,Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz.- 3NJ4915-2EB10,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH1-3 Current transformers can be integrated 100/5 A, Cl. 0.5 Comprehensive accessories for increased flexibility. From bridging bars through auxiliary switches to various drives, fourth poles or contact covers: With a wide range of accessories, the switch disconnectors and transfer switching equipment can be used for a wide variety of requirements and retrofitted at any time.  www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NJ49152EB10_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH1-3 Current transformers can be integrated 100/5 A, Cl. 0.5 motor - 3NJ4915-2EB10<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,Accessory for strips 3NJ41 In-line fuse switch dis,"changeover switch, emergency stop switch, load switch, main switch, mains isolator, on/off switch, switch, switch disconnector, Switch disconnector with fuses, switching device",1,Title,Default Title,203,shopify,45000,continue,manual,132,1,1,1,,0,g,,,,,,3NJ4915-2EB10,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_01328P.png,Shop All
accessory-for-strips-3nj41-in-line-fuse-switch-disconnectors-sz-3nj4915-2ca00,Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz.- 3NJ4915-2CA00,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH1-3 Terminal strip with cable harness Comprehensive accessories for increased flexibility. From bridging bars through auxiliary switches to various drives, fourth poles or contact covers: With a wide range of accessories, the switch disconnectors and transfer switching equipment can be used for a wide variety of requirements and retrofitted at any time.  www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NJ49152CA00_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH1-3 Terminal strip with cable harness motor - 3NJ4915-2CA00<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,Accessory for strips 3NJ41 In-line fuse switch dis,"changeover switch, emergency stop switch, load switch, main switch, mains isolator, on/off switch, switch, switch disconnector, Switch disconnector with fuses, switching device",1,Title,Default Title,107,shopify,45000,continue,manual,289,1,1,1,,0,g,,,,,,3NJ4915-2CA00,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_01254P.png,Shop All
accessory-for-strips-3nj41-in-line-fuse-switch-disconnectors-sz-nh00-3nj4915-1fb20,Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00- 3NJ4915-1FB20,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00 Current transformers can be integrated 150/5 A, Cl. 1 Comprehensive accessories for increased flexibility. From bridging bars through auxiliary switches to various drives, fourth poles or contact covers: With a wide range of accessories, the switch disconnectors and transfer switching equipment can be used for a wide variety of requirements and retrofitted at any time.  www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NJ49151FB20_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00 Current transformers can be integrated 150/5 A, Cl. 1 motor - 3NJ4915-1FB20<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,Accessory for strips 3NJ41 In-line fuse switch dis,"changeover switch, emergency stop switch, load switch, main switch, mains isolator, on/off switch, switch, switch disconnector, Switch disconnector with fuses, switching device",1,Title,Default Title,240,shopify,45000,continue,manual,103,1,1,1,,0,g,,,,,,3NJ4915-1FB20,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_01328P.png,Shop All
accessory-for-strips-3nj41-in-line-fuse-switch-disconnectors-sz-nh00-3nj4915-1fb11,Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00- 3NJ4915-1FB11,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00 Current transformers can be integrated 150/5 A, Cl. 0.5 legal-for-trade calibrated Comprehensive accessories for increased flexibility. From bridging bars through auxiliary switches to various drives, fourth poles or contact covers: With a wide range of accessories, the switch disconnectors and transfer switching equipment can be used for a wide variety of requirements and retrofitted at any time.  www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NJ49151FB11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00 Current transformers can be integrated 150/5 A, Cl. 0.5 legal-for-trade calibrat motor - 3NJ4915-1FB11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,Accessory for strips 3NJ41 In-line fuse switch dis,"changeover switch, emergency stop switch, load switch, main switch, mains isolator, on/off switch, switch, switch disconnector, Switch disconnector with fuses, switching device",1,Title,Default Title,235,shopify,45000,continue,manual,491,1,1,1,,0,g,,,,,,3NJ4915-1FB11,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_01328P.png,Shop All
accessory-for-strips-3nj41-in-line-fuse-switch-disconnectors-sz-nh00-3nj4915-1fb10,Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00- 3NJ4915-1FB10,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00 Current transformers can be integrated 150/5 A, Cl. 0.5 Comprehensive accessories for increased flexibility. From bridging bars through auxiliary switches to various drives, fourth poles or contact covers: With a wide range of accessories, the switch disconnectors and transfer switching equipment can be used for a wide variety of requirements and retrofitted at any time.  www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NJ49151FB10_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00 Current transformers can be integrated 150/5 A, Cl. 0.5 motor - 3NJ4915-1FB10<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,Accessory for strips 3NJ41 In-line fuse switch dis,"changeover switch, emergency stop switch, load switch, main switch, mains isolator, on/off switch, switch, switch disconnector, Switch disconnector with fuses, switching device",1,Title,Default Title,238,shopify,45000,continue,manual,194,1,1,1,,0,g,,,,,,3NJ4915-1FB10,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_01328P.png,Shop All
accessory-for-strips-3nj41-in-line-fuse-switch-disconnectors-sz-nh00-3nj4915-1ea10,Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00- 3NJ4915-1EA10,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00 Current transformers can be integrated 100/1 A, Cl. 0.5 Comprehensive accessories for increased flexibility. From bridging bars through auxiliary switches to various drives, fourth poles or contact covers: With a wide range of accessories, the switch disconnectors and transfer switching equipment can be used for a wide variety of requirements and retrofitted at any time.  www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NJ49151EA10_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00 Current transformers can be integrated 100/1 A, Cl. 0.5 motor - 3NJ4915-1EA10<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,Accessory for strips 3NJ41 In-line fuse switch dis,"changeover switch, emergency stop switch, load switch, main switch, mains isolator, on/off switch, switch, switch disconnector, Switch disconnector with fuses, switching device",1,Title,Default Title,252,shopify,45000,continue,manual,227,1,1,1,,0,g,,,,,,3NJ4915-1EA10,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_01328P.png,Shop All
accessory-for-strips-3nj41-in-line-fuse-switch-disconnectors-sz-nh00-3nj4915-1ca00,Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00- 3NJ4915-1CA00,"<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00 Terminal strip Comprehensive accessories for increased flexibility. From bridging bars through auxiliary switches to various drives, fourth poles or contact covers: With a wide range of accessories, the switch disconnectors and transfer switching equipment can be used for a wide variety of requirements and retrofitted at any time.  www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NJ49151CA00_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Accessory for strips 3NJ41 In-line fuse switch disconnectors Sz. NH00 Terminal strip motor - 3NJ4915-1CA00<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,Accessory for strips 3NJ41 In-line fuse switch dis,"changeover switch, emergency stop switch, load switch, main switch, mains isolator, on/off switch, switch, switch disconnector, Switch disconnector with fuses, switching device",1,Title,Default Title,73,shopify,45000,continue,manual,166,1,1,1,,0,g,,,,,,3NJ4915-1CA00,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_01253P.png,Shop All
fuse-switch-disconnector-in-line-design-3-pole-nh1-250-a-for-3nj4123-3bf11,"Fuse switch disconnector, in-line design, 3-pole, NH1, 250 A, for- 3NJ4123-3BF11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>In-line fuse switch disconnector 3-pole selectable, Sz. 1 I=250 A, U=690 V Screw terminal M10, new design Current transformer installation possible The 3NJ4 fuse switch disconnectors for low-voltage distribution. 3NJ4 1-pole and 3-pole in-line fuse switch disconnectors can be installed in low-voltage distribution boards, substations and cable distribution cubicles. Key features of the Siemens 3NJ4 fuse switch disconnectors: 1. Compliance with IEC/EN 60439-1 and IEC/EN 60947-3. 2. Voltage levels up to 690 V AC. 3. Parking position for maintenance. 4. Vertical and horizontal mounting position. 5. Weathering resistance. 6. Degree of protection IP30 with closed fuse carriers, IP10 with open fuse carriers. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NJ41233BF11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Fuse switch disconnector, in-line design, 3-pole, NH1, 250 A, for ... motor - 3NJ4123-3BF11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,In-line fuse switch disconnector 3-pole selectable,"emergency stop switch, Fuse switch disconnector, load switch, main switch, on/off switch, switch disconnector",1,Title,Default Title,5192,shopify,45000,continue,manual,472,1,1,1,,0,g,,,,,,3NJ4123-3BF11,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_01480P.png,Shop All
fuse-switch-disconnector-in-line-design-3-pole-nh1-250-a-for-3nj4121-3bf11,"Fuse switch disconnector, in-line design, 3-pole, NH1, 250 A, for- 3NJ4121-3BF11","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>In-line fuse switch disconnector 1-pole selectable, Sz. 1 I=250 A, U=690 V Screw terminal M10, new design Current transformer installation possible The 3NJ4 fuse switch disconnectors for low-voltage distribution. 3NJ4 1-pole and 3-pole in-line fuse switch disconnectors can be installed in low-voltage distribution boards, substations and cable distribution cubicles. Key features of the Siemens 3NJ4 fuse switch disconnectors: 1. Compliance with IEC/EN 60439-1 and IEC/EN 60947-3. 2. Voltage levels up to 690 V AC. 3. Parking position for maintenance. 4. Vertical and horizontal mounting position. 5. Weathering resistance. 6. Degree of protection IP30 with closed fuse carriers, IP10 with open fuse carriers. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NJ41213BF11_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Fuse switch disconnector, in-line design, 3-pole, NH1, 250 A, for ... motor - 3NJ4121-3BF11<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,In-line fuse switch disconnector 1-pole selectable,"emergency stop switch, Fuse switch disconnector, load switch, main switch, on/off switch, switch disconnector",1,Title,Default Title,4890,shopify,45000,continue,manual,472,1,1,1,,0,g,,,,,,3NJ4121-3BF11,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_01479P.png,Shop All
fuse-switch-disconnector-in-line-design-3-pole-nh000-nh00-160-a-3nj4103-3bf12,"Fuse switch disconnector, in-line design, 3-pole, NH000, NH00, 160 A,- 3NJ4103-3BF12","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>In-line fuse switch disconnector 3-pole selectable, Sz. 00 I=160 A, U=690 V Screw terminal M8 new design Current transformer installation possible The 3NJ4 fuse switch disconnectors for low-voltage distribution. 3NJ4 1-pole and 3-pole in-line fuse switch disconnectors can be installed in low-voltage distribution boards, substations and cable distribution cubicles. Key features of the Siemens 3NJ4 fuse switch disconnectors: 1. Compliance with IEC/EN 60439-1 and IEC/EN 60947-3. 2. Voltage levels up to 690 V AC. 3. Parking position for maintenance. 4. Vertical and horizontal mounting position. 5. Weathering resistance. 6. Degree of protection IP30 with closed fuse carriers, IP10 with open fuse carriers. www.siemens.com/switching-devices. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution systems as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NJ41033BF12_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>Fuse switch disconnector, in-line design, 3-pole, NH000, NH00, 160 A, ... motor - 3NJ4103-3BF12<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,In-line fuse switch disconnector 3-pole selectable,"emergency stop switch, Fuse switch disconnector, load switch, main switch, on/off switch, switch disconnector",1,Title,Default Title,1110,shopify,45000,continue,manual,131,1,1,1,,0,g,,,,,,3NJ4103-3BF12,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_01179P.png,Shop All
fuse-switch-disconnector-i-630-a-u-690-v-as-1-no-1-nc-3np5460-0ea86-za01,"fuse switch disconnector I = 630 A, U = 690 V AS 1 NO + 1 NC- 3NP5460-0EA86-ZA01","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>fuse switch disconnector I = 630 A, U = 690 V AS 1 NO + 1 NC for cable lug connection fuse size NH2 and NH3 with safety monitoring by 3RV, with 1 NO + 1 NC tin-coated contacts</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NP54600EA86-Z_A01_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>fuse switch disconnector I = 630 A, U = 690 V AS 1 NO + 1 NC for cable lug connection fuse size NH2 and NH3 with safety monitoring by 3RV, with 1 NO + motor - 3NP5460-0EA86-ZA01<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"fuse switch disconnector I = 630 A, U = 690 V AS 1","Fuse switch disconnector, Main switch, Protection switch disconnector housing, Switch, Switch disconnector",1,Title,Default Title,8482,shopify,45000,continue,manual,1290,1,1,1,,0,g,,,,,,3NP5460-0EA86-ZA01,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_00498P.png,Shop All
fuse-switch-disconnector-i-630-a-u-690-v-for-cable-lug-3np5460-0ca00-za01,"fuse switch disconnector I = 630 A, U = 690 V for cable lug- 3NP5460-0CA00-ZA01","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>fuse switch disconnector I = 630 A, U = 690 V for cable lug connection fuse size NH2 and NH3 tin-coated contacts</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NP54600CA00-Z_A01_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>fuse switch disconnector I = 630 A, U = 690 V for cable lug connection fuse size NH2 and NH3 tin-coated contacts motor - 3NP5460-0CA00-ZA01<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"fuse switch disconnector I = 630 A, U = 690 V for","Fuse switch disconnector, Main switch, Protection switch disconnector housing, Switch, Switch disconnector",1,Title,Default Title,7920,shopify,45000,continue,manual,817,1,1,1,,0,g,,,,,,3NP5460-0CA00-ZA01,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_00055P.png,Shop All
fuse-switch-disconnector-i-400-a-u-690-v-for-cable-lug-3np5360-0ca00-za01,"fuse switch disconnector I = 400 A, U = 690 V for cable lug- 3NP5360-0CA00-ZA01","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>fuse switch disconnector I = 400 A, U = 690 V for cable lug connection fuse size NH1 and NH2 tin-coated contacts</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NP53600CA00-Z_A01_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>fuse switch disconnector I = 400 A, U = 690 V for cable lug connection fuse size NH1 and NH2 tin-coated contacts motor - 3NP5360-0CA00-ZA01<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"fuse switch disconnector I = 400 A, U = 690 V for","Fuse switch disconnector, Main switch, Protection switch disconnector housing, Switch, Switch disconnector",1,Title,Default Title,6508,shopify,45000,continue,manual,698,1,1,1,,0,g,,,,,,3NP5360-0CA00-ZA01,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_00054P.png,Shop All
fuse-switch-disconnector-i-250-a-u-690-v-as-1-no-1-nc-3np5260-0ea86-za01,"fuse switch disconnector I = 250 A, U = 690 V AS 1 NO + 1 NC- 3NP5260-0EA86-ZA01","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>fuse switch disconnector I = 250 A, U = 690 V AS 1 NO + 1 NC for cable lug connection fuse size NH0 and NH1 with safety monitoring by 3RV, 1 NO + 1 NC tin-coated contacts</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NP52600EA86-Z_A01_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>fuse switch disconnector I = 250 A, U = 690 V AS 1 NO + 1 NC for cable lug connection fuse size NH0 and NH1 with safety monitoring by 3RV, 1 NO + 1 NC motor - 3NP5260-0EA86-ZA01<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"fuse switch disconnector I = 250 A, U = 690 V AS 1","Fuse switch disconnector, Main switch, Protection switch disconnector housing, Switch, Switch disconnector",1,Title,Default Title,5977,shopify,45000,continue,manual,1090,1,1,1,,0,g,,,,,,3NP5260-0EA86-ZA01,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_00496P.png,Shop All
fuse-switch-disconnector-i-250-a-u-690-v-fuse-size-nh0-and-3np5260-0ca00-za01,"fuse switch disconnector I = 250 A, U = 690 V fuse size NH0 and- 3NP5260-0CA00-ZA01","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>fuse switch disconnector I = 250 A, U = 690 V fuse size NH0 and NH1 for cable lug connection tin-coated contacts</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NP52600CA00-Z_A01_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>fuse switch disconnector I = 250 A, U = 690 V fuse size NH0 and NH1 for cable lug connection tin-coated contacts motor - 3NP5260-0CA00-ZA01<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"fuse switch disconnector I = 250 A, U = 690 V fuse","Fuse switch disconnector, Main switch, Protection switch disconnector housing, Switch, Switch disconnector",1,Title,Default Title,5425,shopify,45000,continue,manual,637,1,1,1,,0,g,,,,,,3NP5260-0CA00-ZA01,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_00053P.png,Shop All
